Lufttemperatur	Nedbør (1 t)	Actual Total Load [MW] - BZN|NO1	inflasjon
18,7	0	3341.0	1.6
18,2	0	3320.0	1.6
17,9	0	3324.0	1.6
17,9	0	3381.0	1.6
17,2	0	3352.0	1.6
16,7	0	3279.0	1.6
16,3	0	3264.0	1.6
15,9	0	3288.0	1.6
15	0,2	3232.0	1.6
15,1	0,1	3015.0	1.6
15,4	0	2694.0	1.6
16,1	0	2442.0	1.6
16,2	0	2306.0	1.6
15,9	0,7	2248.0	1.6
15,7	2,6	2238.0	1.6
15,5	2,4	2271.0	1.6
15,5	0,8	2383.0	1.6
15,7	0,8	2839.0	1.6
15,8	0,5	3299.0	1.6
16,2	0	3467.0	1.6
16,6	0	3479.0	1.6
16,7	0	3515.0	1.6
16,6	0,2	3505.0	1.6
16,9	0	3459.0	1.6
17,4	0	3454.0	1.6
17,1	0	3454.0	1.6
17,1	0	3479.0	1.6
17,1	0	3483.0	1.6
17,1	0	3469.0	1.6
17	0	3385.0	1.6
16,9	0	3368.0	1.6
16,4	0	3399.0	1.6
16,3	0	3308.0	1.6
15,9	0	3098.0	1.6
15,3	0	2759.0	1.6
13,9	0	2379.0	1.6
12,5	0	2248.0	1.6
12,2	0	2228.0	1.6
11,8	0	2253.0	1.6
11,3	0	2285.0	1.6
10,1	0	2542.0	1.6
9,3	0	2952.0	1.6
11,3	0	3459.0	1.6
13,1	0	3566.0	1.6
15	0	3479.0	1.6
16,2	0	3444.0	1.6
17,4	0	3460.0	1.6
18,1	0	3399.0	1.6
17,9	0	3378.0	1.6
18,5	0	3356.0	1.6
18,5	0	3314.0	1.6
18	0	3383.0	1.6
16,8	0	3353.0	1.6
16,1	0	3288.0	1.6
15,1	0	3256.0	1.6
14,5	0	3318.0	1.6
13,4	0	3261.0	1.6
12,2	0	3032.0	1.6
11,1	0	2739.0	1.6
10,7	0	2499.0	1.6
11	0	2373.0	1.6
10,9	0	2318.0	1.6
10,7	0	2299.0	1.6
10,7	0	2334.0	1.6
10,9	0	2496.0	1.6
11,1	0	2922.0	1.6
12,3	0	3453.0	1.6
13,1	0	3520.0	1.6
14,2	0	3521.0	1.6
14,7	0	3492.0	1.6
14,7	0	3454.0	1.6
14,4	0,1	3456.0	1.6
14,3	0,1	3455.0	1.6
14,5	0	3432.0	1.6
14,3	0	3393.0	1.6
13,3	0,3	3449.0	1.6
13,1	0,4	3455.0	1.6
12,8	0	3396.0	1.6
12,6	0	3408.0	1.6
12,1	0	3443.0	1.6
11,2	0	3347.0	1.6
11,3	0	3135.0	1.6
11	0	2857.0	1.6
10,9	0	2627.0	1.6
9,8	0	2474.0	1.2
9,4	0	2421.0	1.2
10	0	2407.0	1.2
9,7	0	2430.0	1.2
9,3	0	2611.0	1.2
9,5	0	3026.0	1.2
10	0	3549.0	1.2
11,1	0	3671.0	1.2
12,8	0	3638.0	1.2
13,4	0	3565.0	1.2
13,9	0	3501.0	1.2
14,7	0	3447.0	1.2
16,2	0	3385.0	1.2
17,8	0	3303.0	1.2
17,1	0	3246.0	1.2
17,2	0	3224.0	1.2
14,9	0	3205.0	1.2
15,4	0	3178.0	1.2
13,8	0	3151.0	1.2
11,5	0	3164.0	1.2
11	0	3116.0	1.2
10,7	0	2938.0	1.2
10	0	2747.0	1.2
9,9	0	2547.0	1.2
9,9	0	2404.0	1.2
9,8	0	2337.0	1.2
10	0	2330.0	1.2
10,2	0	2340.0	1.2
9,7	0	2356.0	1.2
9,2	0	2402.0	1.2
12,1	0	2574.0	1.2
12,9	0	2803.0	1.2
13,6	0	3014.0	1.2
15,2	0	3097.0	1.2
16,1	0	3049.0	1.2
17,3	0	2987.0	1.2
16,8	0	2943.0	1.2
16,6	0	2885.0	1.2
18,3	0	2844.0	1.2
18,1	0	2850.0	1.2
17,8	0	2892.0	1.2
15,9	0	2924.0	1.2
14,7	0	2930.0	1.2
13,5	0	2906.0	1.2
12,7	0	2887.0	1.2
12,2	0	2756.0	1.2
11,9	0	2630.0	1.2
11,3	0	2498.0	1.2
11,4	0	2363.0	1.2
10,8	0	2295.0	1.2
12	0	2312.0	1.2
12,2	0	2318.0	1.2
12,1	0	2338.0	1.2
11,8	0	2308.0	1.2
12,4	0	2409.0	1.2
13,5	0	2611.0	1.2
14,1	0	2801.0	1.2
15,9	0	2927.0	1.2
16,7	0	2923.0	1.2
17,5	0	2913.0	1.2
17,2	0	2902.0	1.2
17,9	0	2874.0	1.2
18,1	0	2852.0	1.2
17,4	0	2883.0	1.2
16,8	0	2921.0	1.2
16,6	0	2977.0	1.2
14,6	0	3028.0	1.2
13,3	0	3142.0	1.2
13,1	0	3108.0	1.2
12,8	0	2934.0	1.2
12,6	0	2696.0	1.2
12,2	0	2518.0	1.2
12,4	0	2382.0	1.2
12,8	0	2348.0	1.2
12,4	0	2338.0	1.2
12,6	0	2366.0	1.2
12,2	0	2508.0	1.2
12,3	0	2949.0	1.2
12,2	0	3501.0	1.2
12	0	3608.0	1.2
12,3	0,1	3570.0	1.2
12,6	0	3485.0	1.2
13	0	3508.0	1.2
12,9	0	3551.0	1.2
12,1	0	3549.0	1.2
11,1	0	3607.0	1.2
10,7	0	3654.0	1.2
10,7	0	3712.0	1.2
11	0	3704.0	1.2
10,9	0	3658.0	1.2
10,7	0	3638.0	1.2
10,9	0	3667.0	1.2
10,8	0	3511.0	1.2
10,8	0	3277.0	1.2
10,8	0	2949.0	1.2
11	0	2704.0	1.2
11,1	0	2577.0	1.2
11	0	2510.0	1.2
11,2	0	2467.0	1.2
11	0,1	2472.0	1.2
11,2	0	2596.0	1.2
11	0,1	3056.0	1.2
11,4	0	3562.0	1.2
11,8	0	3655.0	1.2
11,9	0	3657.0	1.2
12,4	0	3618.0	1.2
12,3	0,1	3606.0	1.2
12,9	0,2	3646.0	1.2
13,3	0,1	3198.0	1.2
13,5	0	3494.0	1.2
13,3	0,1	3623.0	1.2
13,3	0	3717.0	1.2
13,4	0,1	3691.0	1.2
13,5	0	3643.0	1.2
13,5	0	3638.0	1.2
13,6	0	3592.0	1.2
13,3	0	3422.0	1.2
13,4	0,1	3176.0	1.2
13,4	0,1	2829.0	1.2
13,4	0	2650.0	1.2
13,4	0,2	2548.0	1.2
13	1,2	2489.0	1.2
13	0,1	2451.0	1.2
12,9	0	2460.0	1.2
12,7	0	2636.0	1.2
12,4	1,7	3060.0	1.2
12,4	2,8	3526.0	1.2
12,7	1,2	3616.0	1.2
13	0,5	3595.0	1.2
13	1,8	3633.0	1.2
13	0,4	3666.0	1.2
12,9	1,6	3673.0	1.2
12,7	1,2	3681.0	1.2
12,7	0,7	3669.0	1.2
12,9	0,5	3695.0	1.2
12,6	2,1	3755.0	1.2
12,4	3,2	3741.0	1.2
12,2	2,5	3690.0	1.2
11,7	2,1	3680.0	1.2
11,3	1,6	3682.0	1.2
11,1	1,6	3543.0	1.2
10,9	1,7	3273.0	1.2
10,9	1,5	2974.0	1.2
10,8	0,9	2751.0	1.2
10,8	0,7	2614.0	1.2
10,6	0,1	2570.0	1.2
10,5	0	2549.0	1.2
10,2	0	2582.0	1.2
10	0	2699.0	1.2
9,9	0	3172.0	1.2
10,1	0	3722.0	1.2
10,5	0	3781.0	1.2
11,3	0	3745.0	1.2
12,3	0	3682.0	1.2
12,3	0	3654.0	1.2
12,5	0	3656.0	1.2
12,6	0	3645.0	1.2
13,3	0	3655.0	1.2
12,8	0	3691.0	1.2
12,6	0	3728.0	1.2
12,2	0	3687.0	1.2
11,9	0	3644.0	1.2
11,3	0	3626.0	1.2
10,3	0	3669.0	1.2
9,6	0	3573.0	1.2
9,8	0	3353.0	1.2
9,9	0	3097.0	1.2
9,7	0	2893.0	1.2
9,6	0	2748.0	1.2
9,6	0	2689.0	1.2
9,5	0	2665.0	1.2
9,4	0	2669.0	1.2
9,4	0	2838.0	1.2
9,3	0	3306.0	1.2
9,6	0	3819.0	1.2
10,3	0	3905.0	1.2
11,1	0	3913.0	1.2
11,4	0	3884.0	1.2
12	0	3761.0	1.2
13,1	0	3695.0	1.2
13,4	0	3628.0	1.2
13	0	3629.0	1.2
12,8	0	3641.0	1.2
12,6	0	3651.0	1.2
12,6	0	3650.0	1.2
12,5	0	3630.0	1.2
12	0	3616.0	1.2
11,7	0	3566.0	1.2
11,8	0	3402.0	1.2
11,3	0,1	3197.0	1.2
10,8	0,3	3018.0	1.2
10,3	0,7	2882.0	1.2
10,1	1,7	2687.0	1.2
10,2	1,8	2613.0	1.2
10	1,6	2602.0	1.2
10,1	0,1	2602.0	1.2
10,3	0	2618.0	1.2
10,3	0	2676.0	1.2
10,5	0	2809.0	1.2
10,7	0,1	3085.0	1.2
11,4	0	3326.0	1.2
11,8	0	3451.0	1.2
12,8	0	3432.0	1.2
12,4	1,7	3379.0	1.2
13,6	1,6	3354.0	1.2
14,9	0	3273.0	1.2
13,5	0,5	3211.0	1.2
13,1	0,3	3242.0	1.2
12,7	1	3257.0	1.2
12,5	3,9	3265.0	1.2
12,4	0,2	3255.0	1.2
12	0	3260.0	1.2
11,9	0	3187.0	1.2
11,1	0	3054.0	1.2
10,4	0	2907.0	1.2
10	0	2750.0	1.2
10	0	2602.0	1.2
9,7	0	2567.0	1.2
10	0	2487.0	1.2
9,9	0	2493.0	1.2
10,2	0	2518.0	1.2
10,6	0	2563.0	1.2
10,9	0	2602.0	1.2
11,1	0	2806.0	1.2
11,9	0	2961.0	1.2
13,1	0	3057.0	1.2
15,8	0	3080.0	1.2
16,1	0	3057.0	1.2
15,7	0	3038.0	1.2
14,2	0	3084.0	1.2
11,9	2,5	3145.0	1.2
12,9	0	3142.0	1.2
13,5	0	3114.0	1.2
13,5	0	3122.0	1.2
13,4	0	3237.0	1.2
13,3	0	3304.0	1.2
12,1	1	3222.0	1.2
12,4	0,1	3044.0	1.2
12,3	0,2	2829.0	1.2
12	0,1	2594.0	1.2
11,8	0,2	2481.0	1.2
11,9	2,2	2445.0	1.2
12,6	5,3	2442.0	1.2
12,5	0,8	2464.0	1.2
12,6	0,2	2604.0	1.2
12,7	0,1	3074.0	1.2
12,9	0	3553.0	1.2
13,1	0	3671.0	1.2
13,3	0	3709.0	1.2
12,9	0,4	3722.0	1.2
12,9	0,9	3717.0	1.2
12,8	0,6	3745.0	1.2
13,2	0,3	3727.0	1.2
12,8	2,5	3678.0	1.2
12,9	4,5	3640.0	1.2
14,1	0	3641.0	1.2
13,4	0,3	3625.0	1.2
13,5	0	3601.0	1.2
13	0	3586.0	1.2
12,2	0	3615.0	1.2
12,4	0,5	3504.0	1.2
12,1	0	3249.0	1.2
12,1	0	2974.0	1.2
12	0	2753.0	1.2
12,1	0	2600.0	1.2
11,6	0,7	2496.0	1.2
11,3	0,8	2494.0	1.2
11,3	2	2551.0	1.2
11,7	1,5	2709.0	1.2
11,8	0,3	3202.0	1.2
12,1	0,7	3667.0	1.2
12,2	1,4	3768.0	1.2
12,8	0,9	3780.0	1.2
13,8	3,6	3785.0	1.2
13,8	0,1	3686.0	1.2
14,6	0	3720.0	1.2
15,7	0,1	3682.0	1.2
15,4	0	3637.0	1.2
15,8	0	3625.0	1.2
14,6	0	3670.0	1.2
14,2	0	3649.0	1.2
14,2	0	3600.0	1.2
13,7	0	3634.0	1.2
13,4	0,1	3715.0	1.2
13,3	0	3561.0	1.2
13	0	3299.0	1.2
12,4	0	3002.0	1.2
11,8	0	2756.0	1.2
11,6	0	2593.0	1.2
10,9	0	2550.0	1.2
10,3	0	2560.0	1.2
10,4	0	2599.0	1.2
10,4	0	2744.0	1.2
10,2	0	3228.0	1.2
10,4	0	3686.0	1.2
10,6	0	3791.0	1.2
10,9	0	3779.0	1.2
12	0	3738.0	1.2
13	0	3618.0	1.2
16,3	0	3609.0	1.2
15,2	0	3574.0	1.2
16,1	0	3552.0	1.2
16,3	0	3549.0	1.2
16	0	3594.0	1.2
11	7,3	3589.0	1.2
11,5	0,9	3627.0	1.2
10,6	0	3656.0	1.2
10,5	0	3723.0	1.2
10,6	0	3580.0	1.2
10,8	0	3333.0	1.2
10,7	0	3028.0	1.2
10,2	0	2811.0	1.2
10,3	0	2648.0	1.2
10,1	0	2610.0	1.2
10,2	0	2597.0	1.2
9,8	0	2622.0	1.2
9,9	0	2788.0	1.2
9,7	0	3296.0	1.2
10,4	0	3796.0	1.2
12,4	0	3896.0	1.2
12,9	0	3839.0	1.2
15	0	3733.0	1.2
14,3	0	3666.0	1.2
14,2	0	3629.0	1.2
15,8	0	3590.0	1.2
15,2	0	3586.0	1.2
16	0	3571.0	1.2
13,2	0,1	3620.0	1.2
13,1	0	3590.0	1.2
12,6	0	3577.0	1.2
11,6	0	3635.0	1.2
10,5	0	3726.0	1.2
9,5	0	3553.0	1.2
9,1	0	3330.0	1.2
9,3	0	3025.0	1.2
9,6	0	2832.0	1.2
10	0	2725.0	1.2
8	0	2676.0	1.2
7,4	0	2702.0	1.2
7,6	0	2748.0	1.2
8,5	0	2911.0	1.2
8,8	0	3397.0	1.2
9,1	0	3855.0	1.2
10,5	0	3973.0	1.2
13,2	0	3874.0	1.2
15,2	0	3755.0	1.2
16,4	0	3665.0	1.2
15,7	0	3592.0	1.2
17,4	0	3542.0	1.2
16,7	0,1	3511.0	1.2
15,5	0,1	3525.0	1.2
15,2	0,3	3497.0	1.2
16,6	0	3476.0	1.2
14,3	0	3450.0	1.2
11	0	3484.0	1.2
10,5	0	3513.0	1.2
10,6	0	3362.0	1.2
10,4	0	3187.0	1.2
10,4	0	3003.0	1.2
9,7	0	2813.0	1.2
9,4	0	2699.0	1.2
9,9	0	2627.0	1.2
10,4	0	2595.0	1.2
9,7	0	2608.0	1.2
9,1	0	2662.0	1.2
8	0	2772.0	1.2
8	0	2940.0	1.2
12,6	0	3115.0	1.2
14,7	0	3295.0	1.2
15,3	0	3318.0	1.2
16,4	0	3284.0	1.2
15,8	0	3226.0	1.2
17,4	0	3164.0	1.2
16,6	0	3122.0	1.2
16,6	0	3164.0	1.2
16	0	3148.0	1.2
15,6	0	3157.0	1.2
13,8	0	3231.0	1.2
12	0	3301.0	1.2
10,8	0	3310.0	1.2
10,1	0	3199.0	1.2
10,1	0	3065.0	1.2
11	0	2922.0	1.2
11	0	2774.0	1.2
10,8	0	2642.0	1.2
10,4	0	2616.0	1.2
9,6	0	2589.0	1.2
9,9	0	2604.0	1.2
10,5	0	2613.0	1.2
10,5	0	2661.0	1.2
10,6	0,1	2708.0	1.2
10,7	0	2871.0	1.2
11	0	3086.0	1.2
11,3	0	3220.0	1.2
12	0	3242.0	1.2
13,1	0	3231.0	1.2
15,4	0	3158.0	1.2
15,8	0	3113.0	1.2
15,7	0	3108.0	1.2
14,6	0	3123.0	1.2
13,9	0	3204.0	1.2
13,2	0	3216.0	1.2
12,5	0	3334.0	1.2
11,9	0	3402.0	1.2
11,4	0	3300.0	1.2
11,1	0	3097.0	1.2
10,9	0	2835.0	1.2
10,7	0	2643.0	1.2
10,5	0	2523.0	1.2
10,6	0	2481.0	1.2
10,6	0	2466.0	1.2
10,1	0	2483.0	1.2
9,8	0	2739.0	1.2
9,4	0	3257.0	1.2
9,9	0	3747.0	1.2
10,6	0	3882.0	1.2
11,4	0	3831.0	1.2
12	0	3709.0	1.2
12,8	0	3702.0	1.2
13,9	0	3777.0	1.2
13,7	0	3672.0	1.2
16,2	0	3606.0	1.2
16,2	0	3562.0	1.2
15,9	0	3577.0	1.2
15,7	0	3587.0	1.2
14,5	0	3562.0	1.2
14	0	3606.0	1.2
13,3	0	3618.0	1.2
12,8	0	3494.0	1.2
12,3	0,1	3251.0	1.2
11,6	0,2	2944.0	1.2
11,1	0,3	2744.0	1.2
10,9	0	2601.0	1.2
11,2	0	2551.0	1.2
11	0	2576.0	1.2
10,5	0	2607.0	1.2
9,9	0	2808.0	1.2
9,5	0	3317.0	1.2
10,7	0	3785.0	1.2
10,7	0,1	3904.0	1.2
11,7	0,1	3907.0	1.2
11,8	0	3882.0	1.2
12,3	0	3800.0	1.2
12,8	0	3751.0	1.2
13,1	0	3514.0	1.2
13,3	0	3688.0	1.2
13,8	0	3697.0	1.2
13,3	0	3714.0	1.2
12,9	0	3693.0	1.2
12,4	0	3686.0	1.2
11,4	0	3811.0	1.2
10,7	0	3830.0	1.2
10,3	0	3690.0	1.2
10,8	0	3446.0	1.2
10	0	3120.0	1.2
9,6	0	2884.0	1.2
9,4	0	2765.0	1.2
9,1	0	2730.0	1.2
8,5	0	2727.0	1.2
8,4	0	2758.0	1.2
8	0	2931.0	1.2
7,8	0	3431.0	1.2
7,7	0	3954.0	1.2
7,8	0	4124.0	1.2
8,3	0	4090.0	1.2
8,9	0	4066.0	1.2
9,4	0	3995.0	1.2
11,2	0	3939.0	1.2
11,4	0	3846.0	1.2
12,2	0	3811.0	1.2
12,4	0	3765.0	1.2
11,8	0	3843.0	1.2
11,2	0	3879.0	1.2
10,8	0	3878.0	1.2
10,3	0,1	3944.0	1.2
9,3	0,3	3932.0	1.2
8,5	1,9	3813.0	1.2
8,2	0,5	3584.0	1.2
7,9	0	3309.0	1.2
7,5	0	3051.0	1.2
7,3	0	2907.0	1.2
7,1	0	2852.0	1.2
6,9	0	2861.0	1.2
7,4	0	2906.0	1.2
7,4	0	3074.0	1.2
7,5	0	3584.0	1.2
7,5	0	4125.0	1.2
8	0	4210.0	1.2
7,9	0	4152.0	1.2
8	0	4117.0	1.2
8,1	0	4055.0	1.2
8,5	0	3753.0	1.2
9,3	0	3991.0	1.2
9,4	0	3959.0	1.2
10,8	0	3968.0	1.2
10,4	0	3992.0	1.2
10,3	0	3954.0	1.2
9,4	0	3944.0	1.2
9	0	4037.0	1.2
9,4	0	4067.0	1.2
9,5	0	3925.0	1.2
9,8	0	3658.0	1.2
9,7	0	3310.0	1.2
9,6	0	3070.0	1.2
9,6	0	2903.0	1.2
9,8	0	2824.0	1.2
9,7	0	2823.0	1.2
9,7	0	2853.0	1.2
9,7	0	3002.0	1.2
9,8	0	3540.0	1.2
9,8	0	3987.0	1.2
10,2	0	4098.0	1.2
11	0	4120.0	1.2
11,1	0	4094.0	1.2
12,9	0	4017.0	1.2
14	0	3915.0	1.2
13,2	0	3880.0	1.2
13,2	0	3816.0	1.2
13,4	0	3816.0	1.2
13,2	0	3844.0	1.2
13	0	3809.0	1.2
12,6	0	3762.0	1.2
12,3	0	3842.0	1.2
12,3	0,1	3699.0	1.2
11,5	0,5	3559.0	1.2
11,1	0,3	3367.0	1.2
11	0,2	3163.0	1.2
10,9	1,1	2950.0	1.2
11	0	2821.0	1.2
10,9	0,1	2728.0	1.2
11,1	0	2700.0	1.2
10,9	0	2684.0	1.2
11	0	2713.0	1.2
11,1	0	2792.0	1.2
11,1	0	2909.0	1.2
11,5	0	3186.0	1.2
11,8	0	3455.0	1.2
12,2	0	3570.0	1.2
12,4	0	3550.0	1.2
12,7	0	3470.0	1.2
12,9	0	3432.0	1.2
13,4	0	3422.0	1.2
13,4	0	3436.0	1.2
13,4	0	3486.0	1.2
13,1	0	3555.0	1.2
13,1	0	3531.0	1.2
13	0	3575.0	1.2
13	0	3419.0	1.2
12,9	0	3281.0	1.2
12,5	0	3148.0	1.2
12,5	0	2987.0	1.2
12,7	0	2824.0	1.2
12,4	0	2695.0	1.2
12,6	0	2620.0	1.2
12,9	0	2571.0	1.2
13,2	0	2560.0	1.2
13,2	0	2578.0	1.2
13,3	0	2618.0	1.2
13,3	0	2664.0	1.2
13,5	0	2835.0	1.2
13,7	0	3106.0	1.2
14	0	3276.0	1.2
14,1	0	3319.0	1.2
14,3	0	3308.0	1.2
14,3	0	3301.0	1.2
13,8	0	3332.0	1.2
13,4	0	3407.0	1.2
13,4	0	3442.0	1.2
13	0,1	3482.0	1.2
13	0	3505.0	1.2
13,3	0	3585.0	1.2
13,3	0	3504.0	1.2
13,2	0	3397.0	1.2
13,2	0	3179.0	1.2
13,3	0	2937.0	1.2
13,7	0	2715.0	1.2
13,7	0	2615.0	1.2
13,8	0	2552.0	1.2
13,8	0	2560.0	1.2
13,7	0	2603.0	1.2
13,7	0	2756.0	1.2
13,7	0	3237.0	1.2
13,5	0	3741.0	1.2
13,5	0	3847.0	1.2
13,8	0	3817.0	1.2
14	0	3823.0	1.2
14,4	0	3770.0	1.2
14,2	0	3751.0	1.2
14,6	0	3719.0	1.2
14,7	0	3691.0	1.2
14,8	0	3703.0	1.2
14,7	0	3755.0	1.2
14,3	0	3791.0	1.2
13,6	0	3763.0	1.2
13,2	0	3876.0	1.2
13	0	3815.0	1.2
12,8	0	3648.0	1.2
12,6	0	3399.0	1.2
12,2	0	3116.0	1.2
12,3	0	2857.0	1.2
12,3	0	2718.0	1.2
12,1	0	2653.0	1.2
12,5	0	2608.0	1.2
12,5	0	2648.0	1.2
12,5	0	2804.0	1.2
12,4	0	3308.0	1.2
12,3	0	3809.0	1.2
12,2	0	3941.0	1.2
12,4	0	3867.0	1.2
12,6	0	3846.0	1.2
12,9	0	3785.0	1.2
13,3	0	3827.0	1.2
13,5	0	3773.0	1.2
13,9	0	3754.0	1.2
14,2	0	3723.0	1.2
14,7	0	3762.0	1.2
14,5	0	3780.0	1.2
13,2	0,3	3817.0	1.2
13,2	0,3	3887.0	1.2
13,3	0	3806.0	1.2
13,4	0	3631.0	1.2
13,2	0	3418.0	1.2
13,1	0	3104.0	1.2
13	0	2893.0	1.2
13,1	0	2748.0	1.2
13,2	0	2683.0	1.2
13	0	2657.0	1.2
12,9	0	2658.0	1.2
12,8	0	2797.0	1.2
12,7	0	3294.0	1.2
12,8	0	3764.0	1.2
13	0	3883.0	1.2
13,2	0	3812.0	1.2
13,3	0	3772.0	1.2
13,7	0	3725.0	1.2
14,6	0	3688.0	1.2
15,3	0	3710.0	1.2
15	0	3688.0	1.2
15,5	0	3692.0	1.2
15	0	3704.0	1.2
14,5	0	3714.0	1.2
13,9	0	3689.0	1.2
13,9	0	3782.0	1.2
13,5	0	3730.0	1.2
13,3	0	3573.0	1.2
13	0	3357.0	1.2
12,8	0	3036.0	1.2
12,8	0	2817.0	1.2
12,7	0	2658.0	1.2
12,2	0	2639.0	1.2
11,9	0	2632.0	1.2
11,7	0	2657.0	1.2
12,2	0	2842.0	1.2
12	0	3340.0	1.2
11,8	0	3824.0	1.2
11,8	0	3910.0	1.2
11,7	0	3950.0	1.2
11,8	0	3929.0	1.2
12,7	0	3856.0	1.2
13,5	0	3804.0	1.2
13,3	0	3807.0	1.2
13,5	0	3795.0	1.2
13,6	0	3769.0	1.2
13,6	0	3810.0	1.2
13,7	0	3839.0	1.2
13,9	0	3808.0	1.2
13,8	0	3870.0	1.2
14	0	3803.0	1.2
14,1	0	3674.0	1.2
13	0	3464.0	1.2
13,2	0	3156.0	1.2
12,5	0	2914.0	1.2
12,3	0	2779.0	1.2
12	0	2733.0	1.2
11,5	0	2740.0	1.2
11,7	0	2756.0	1.2
11,4	0	2873.0	1.2
11,2	0	3389.0	1.2
10,9	0	3891.0	1.2
10,7	0	4009.0	1.2
10,7	0	4021.0	1.2
10,8	0	4046.0	1.2
10,9	0	3964.0	1.2
11	0	3911.0	1.2
11,3	0	3879.0	1.2
11,8	0	3857.0	1.2
12,2	0	3835.0	1.2
11,9	0	3609.0	1.2
11,8	0	3879.0	1.2
11,7	0	3829.0	1.2
11,6	0	3834.0	1.2
11,6	0	3665.0	1.2
11,5	0	3534.0	1.2
11,4	0	3330.0	1.2
11,3	0	3122.0	1.2
11,3	0	2994.0	1.2
11,2	0	2803.0	1.2
11,2	0	2734.0	1.2
10,5	0	2692.0	1.2
10,1	0	2681.0	1.2
10,4	0	2703.0	1.2
10,7	0	2811.0	1.2
10,9	0	2944.0	1.2
11,5	0	3155.0	1.2
11,5	0	3388.0	1.2
11,9	0	3506.0	1.2
12,5	0	3536.0	1.2
13,1	0	3496.0	1.2
13,6	0	3398.0	1.2
13,9	0	3299.0	1.2
14,1	0	3288.0	1.2
13,6	0	3333.0	1.2
13,2	0	3412.0	1.2
12,8	0	3486.0	1.2
12,6	0	3510.0	1.2
12,1	0	3399.0	1.2
12	0	3295.0	1.2
11,8	0	3158.0	1.2
11,4	0	3032.0	1.2
10,8	0	2917.0	1.2
10,4	0	2771.0	1.1
9,9	0	2714.0	1.1
9,6	0	2683.0	1.1
9,7	0	2688.0	1.1
9,8	0	2700.0	1.1
10	0	2752.0	1.1
10,5	0	2806.0	1.1
11,1	0	2987.0	1.1
11,8	0	3183.0	1.1
13	0	3329.0	1.1
13,9	0	3354.0	1.1
13,5	0	3394.0	1.1
13,5	0	3425.0	1.1
12,2	0,4	3479.0	1.1
11,6	1	3520.0	1.1
11,5	0,8	3536.0	1.1
11,3	0,5	3543.0	1.1
10,8	0,6	3603.0	1.1
10,7	0,7	3622.0	1.1
10,9	1,2	3525.0	1.1
11,1	0,6	3415.0	1.1
11,2	0	3239.0	1.1
11,1	0	2992.0	1.1
11,2	0	2873.0	1.1
11,4	0	2745.0	1.1
11,6	0	2676.0	1.1
11,4	0	2707.0	1.1
11	0,2	2738.0	1.1
10,6	0,7	2902.0	1.1
10,3	1,8	3368.0	1.1
10,1	1,9	3909.0	1.1
10,3	2,3	4046.0	1.1
10,3	1,8	4060.0	1.1
10,3	3,1	4114.0	1.1
10,8	1,9	4046.0	1.1
11,8	0,4	3983.0	1.1
13,5	0	3923.0	1.1
14,3	0	3871.0	1.1
14,1	0	3803.0	1.1
13,6	0	3810.0	1.1
12,7	0	3824.0	1.1
12,3	0	3860.0	1.1
11,6	0,1	3939.0	1.1
11,8	0	3834.0	1.1
11,7	0	3695.0	1.1
11,4	0	3485.0	1.1
11,1	0	3195.0	1.1
11,3	0	2901.0	1.1
11,1	0	2751.0	1.1
10,9	0	2761.0	1.1
10,5	0	2748.0	1.1
10,1	0	2799.0	1.1
9,6	0	2969.0	1.1
9,5	0,3	3429.0	1.1
9,6	0,2	3851.0	1.1
10,4	0	3988.0	1.1
10,5	0	3979.0	1.1
11	0	4013.0	1.1
11,8	0	3931.0	1.1
13	0	3874.0	1.1
14,6	0	3796.0	1.1
14,5	0	3659.0	1.1
14,8	0	3642.0	1.1
14,4	0	3693.0	1.1
13,4	0	3734.0	1.1
12,3	0	3741.0	1.1
11,9	0	3805.0	1.1
12,4	0	3721.0	1.1
12,3	0	3597.0	1.1
11,7	0	3414.0	1.1
11,1	0	3164.0	1.1
10,8	0	2956.0	1.1
9,6	0	2833.0	1.1
9,6	0	2777.0	1.1
8,8	0	2789.0	1.1
6,5	0	2842.0	1.1
6,7	0	3024.0	1.1
6,2	0	3505.0	1.1
7,6	0	3935.0	1.1
7,9	0	4094.0	1.1
8,9	0	4118.0	1.1
11,2	0	4124.0	1.1
10,2	0	4047.0	1.1
8,2	0,9	4071.0	1.1
8	0,8	4075.0	1.1
9	0,1	4053.0	1.1
8,9	0,1	3995.0	1.1
7,9	0,2	4067.0	1.1
7,3	0,8	4109.0	1.1
7,3	0	4109.0	1.1
5,9	0	4153.0	1.1
5,1	0	4092.0	1.1
4,9	0	3955.0	1.1
4,6	0	3742.0	1.1
4,9	0	3471.0	1.1
3,8	0	3272.0	1.1
3,5	0	3170.0	1.1
2,4	0	3130.0	1.1
2,2	0	3145.0	1.1
2,2	0	3202.0	1.1
2	0	3410.0	1.1
1,8	0	3958.0	1.1
1,9	0	4444.0	1.1
5,3	0	4559.0	1.1
7,7	0	4482.0	1.1
8,9	0	4293.0	1.1
11,1	0	4100.0	1.1
11,7	0	3975.0	1.1
12,3	0	3866.0	1.1
13,3	0	3841.0	1.1
12,7	0	3794.0	1.1
11,4	0	3844.0	1.1
10,5	0	3881.0	1.1
7,8	0	3927.0	1.1
6,1	0	4132.0	1.1
5,6	0	4045.0	1.1
5,3	0	3953.0	1.1
4,9	0	3734.0	1.1
7,4	0	3463.0	1.1
8,1	0	3271.0	1.1
